Datacycle,press,temp2,cond2,alt,oxygen,fluor,atten,trans,jday,lat,lon,PAR,UPAR,oxV,oxdVdt,oxysat,salin2,potemp2
151.0,303.0,11.5484,40.2515,0.0,225.2696,-0.0021,0.0716,16.7031,212.3626,48.8393,-16.4974,0.0,0.0,3.1856,-0.0001,6.089,35.5428,11.5094
152.0,305.0,11.5469,40.2509,0.0,225.3016,-0.0021,0.0705,17.1526,212.3627,48.8393,-16.4974,0.0,0.0,3.1848,-0.0002,6.0893,35.5428,11.5077
153.0,307.0,11.546,40.2508,0.0002,225.2553,-0.0021,0.0718,16.6203,212.3627,48.8393,-16.4974,0.0,0.0,3.1845,-0.0002,6.0892,35.5427,11.5065
154.0,309.0,11.5448,40.2504,0.0011,225.2201,-0.0021,0.0712,16.8572,212.3628,48.8393,-16.4974,0.0,0.0,3.183,-0.0003,6.09,35.5426,11.505
155.0,311.0,11.5427,40.2488,0.0027,225.4985,-0.0021,0.0713,16.836,212.3628,48.8393,-16.4973,0.0,0.0,3.1843,0.0005,6.0899,35.5424,11.5027
156.0,313.0,11.5308,40.2378,0.0021,226.395,-0.0021,0.0715,16.7611,212.3629,48.8393,-16.4973,0.0,0.0,3.1909,0.0011,6.0914,35.5419,11.4906
157.0,315.0,11.5275,40.2358,0.0079,226.0103,-0.0021,0.071,16.9627,212.363,48.8393,-16.4973,0.0,0.0,3.1902,-0.0006,6.0918,35.542,11.487
158.0,317.0,11.5265,40.2351,0.0031,226.299,-0.0021,0.0717,16.6344,212.3631,48.8393,-16.4973,0.0,0.0,3.1907,0.0002,6.0918,35.5417,11.4857
159.0,319.0,11.5244,40.234,0.0081,226.2728,-0.0021,0.0723,16.3959,212.3632,48.8393,-16.4973,0.0,0.0,3.1905,-0.0003,6.0921,35.5415,11.4834
160.0,321.0,11.5241,40.2343,0.0184,226.3103,-0.0021,0.0716,16.6974,212.3632,48.8393,-16.4973,0.0,0.0,3.1906,0.0,6.0921,35.5415,11.483
161.0,323.0,11.5233,40.2347,0.0193,226.7894,-0.0021,0.0721,16.4561,212.3633,48.8393,-16.4973,0.0,0.0,3.1928,0.0007,6.0923,35.5415,11.4818
162.0,325.0,11.5223,40.2346,0.0313,227.3264,-0.0021,0.0711,16.897,212.3634,48.8393,-16.4973,0.0,0.0,3.1966,0.001,6.0937,35.5417,11.4805
163.0,327.0,11.5134,40.2266,0.0229,226.6981,-0.0021,0.072,16.5275,212.3634,48.8393,-16.4973,0.0,0.0,3.1935,-0.0004,6.0933,35.5413,11.4715
164.0,329.0,11.5169,40.2333,0.0108,228.1005,-0.0021,0.0721,16.4751,212.3635,48.8393,-16.4973,0.0,0.0,3.2013,0.0022,6.0926,35.5437,11.4747
165.0,331.0,11.523,40.2442,0.0119,227.9641,-0.0021,0.0726,16.2852,212.3636,48.8392,-16.4973,0.0,0.0,3.2062,-0.0002,6.0929,35.5477,11.4804
166.0,333.0,11.4953,40.2138,0.0163,225.7489,-0.0021,0.0723,16.3944,212.3637,48.8392,-16.4973,0.0,0.0,3.1873,-0.0038,6.0989,35.5432,11.4525
167.0,335.0,11.4544,40.1658,0.0143,223.3227,-0.0021,0.0724,16.3549,212.3637,48.8392,-16.4973,0.0,0.0,3.1575,-0.0036,6.1018,35.5341,11.4115
168.0,337.0,11.4481,40.1599,0.0059,223.041,-0.0021,0.0718,16.6244,212.3638,48.8392,-16.4973,0.0,0.0,3.1526,-0.0029,6.1006,35.5337,11.405
169.0,339.0,11.4628,40.1799,0.0099,225.85,-0.0021,0.0726,16.2929,212.3638,48.8393,-16.4973,0.0,0.0,3.1672,0.0034,6.0992,35.5385,11.4194
170.0,341.0,11.4835,40.208,0.0052,226.9385,-0.0021,0.0726,16.2764,212.3639,48.8392,-16.4973,0.0,0.0,3.1827,0.0025,6.0949,35.5457,11.4398
171.0,343.0,11.5116,40.2449,0.0019,228.4188,-0.0021,0.0727,16.2433,212.364,48.8392,-16.4973,0.0,0.0,3.2006,0.0021,6.094,35.554,11.4675
172.0,345.0,11.4929,40.2246,0.0042,227.572,-0.0021,0.0726,16.2772,212.3641,48.8392,-16.4973,0.0,0.0,3.1982,-0.0015,6.0974,35.551,11.4486
173.0,347.0,11.4681,40.1962,0.0027,226.4426,-0.0021,0.0731,16.0926,212.3641,48.8392,-16.4973,0.0,0.0,3.1869,-0.0024,6.1021,35.5458,11.4237
174.0,349.0,11.4329,40.1558,0.0041,225.9756,-0.0021,0.0732,16.0328,212.3642,48.8392,-16.4973,0.0,0.0,3.1759,-0.0015,6.1054,35.5389,11.3883
175.0,351.0,11.4173,40.1384,0.0058,225.2791,-0.0021,0.073,16.0936,212.3643,48.8392,-16.4973,0.0,0.0,3.1671,-0.0014,6.1062,35.5356,11.3724
176.0,353.0,11.4276,40.1534,0.0079,226.1285,-0.0021,0.0728,16.1668,212.3643,48.8392,-16.4973,0.0,0.0,3.1687,0.0017,6.1031,35.54,11.3825
177.0,355.0,11.4396,40.1719,0.0094,227.5098,-0.0021,0.073,16.1399,212.3644,48.8392,-16.4973,0.0,0.0,3.1833,0.0017,6.1036,35.5455,11.3941
178.0,357.0,11.4313,40.164,0.0124,226.9801,-0.0021,0.0727,16.2383,212.3645,48.8392,-16.4973,0.0,0.0,3.1823,-0.0006,6.1053,35.5451,11.3856
179.0,359.0,11.4149,40.1478,0.0062,226.4471,-0.0021,0.0728,16.2228,212.3645,48.8392,-16.4973,0.0,0.0,3.1764,-0.0011,6.1071,35.5437,11.369
180.0,361.0,11.3987,40.1308,0.0083,226.2664,-0.0021,0.0727,16.2624,212.3646,48.8392,-16.4973,0.0,0.0,3.1704,-0.0004,6.1099,35.5414,11.3526
181.0,363.0,11.3797,40.1091,0.0142,225.4603,-0.0021,0.0732,16.056,212.3647,48.8392,-16.4973,0.0,0.0,3.1627,-0.0014,6.1128,35.5375,11.3334
182.0,365.0,11.3538,40.0804,0.01,224.8566,-0.0021,0.0731,16.0729,212.3647,48.8392,-16.4973,0.0,0.0,3.1546,-0.0017,6.1155,35.5331,11.3072
183.0,367.0,11.3466,40.0735,0.0294,225.3495,-0.0021,0.0731,16.0826,212.3648,48.8392,-16.4973,0.0,0.0,3.1543,0.0002,6.1155,35.5323,11.2998
184.0,369.0,11.3491,40.0784,0.0624,226.1477,-0.0021,0.0731,16.1006,212.3649,48.8392,-16.4972,0.0,0.0,3.1613,0.0006,6.116,35.5338,11.302
185.0,371.0,11.3444,40.0746,0.055,226.6439,-0.0021,0.0729,16.1949,212.3649,48.8392,-16.4972,0.0,0.0,3.1636,0.0018,6.1161,35.5338,11.2971
186.0,373.0,11.3352,40.0656,0.0491,226.4827,-0.0021,0.0731,16.1027,212.365,48.8392,-16.4972,0.0,0.0,3.1657,-0.0002,6.1177,35.5329,11.2877
187.0,375.0,11.3238,40.0541,0.0336,226.4009,-0.0021,0.073,16.1379,212.3651,48.8392,-16.4972,0.0,0.0,3.1636,-0.0003,6.1197,35.5312,11.276
188.0,377.0,11.3098,40.0396,0.0,225.5488,-0.0021,0.0733,16.0111,212.3651,48.8392,-16.4972,0.0,0.0,3.157,-0.0019,6.121,35.5296,11.2618
189.0,379.0,11.3031,40.0351,0.0,225.6245,-0.0021,0.0735,15.9417,212.3652,48.8392,-16.4972,0.0,0.0,3.1527,-0.0004,6.1221,35.5306,11.2549
190.0,381.0,11.2909,40.0232,0.0,225.9682,-0.0021,0.0738,15.815,212.3653,48.8392,-16.4972,0.0,0.0,3.1535,0.0003,6.123,35.5296,11.2425
191.0,383.0,11.2907,40.0251,0.0009,226.4589,-0.0021,0.0739,15.7899,212.3654,48.8392,-16.4972,0.0,0.0,3.1572,0.0007,6.1232,35.5308,11.2419
192.0,385.0,11.2881,40.0238,0.0027,226.6746,-0.0021,0.0739,15.7581,212.3654,48.8392,-16.4972,0.0,0.0,3.1599,0.0001,6.1235,35.531,11.2391
193.0,387.0,11.2857,40.0222,0.0156,226.6962,-0.0021,0.074,15.7518,212.3655,48.8392,-16.4972,0.0,0.0,3.16,0.0,6.1242,35.5309,11.2365
194.0,389.0,11.2781,40.014,0.0281,226.4355,-0.0021,0.074,15.7362,212.3655,48.8392,-16.4972,0.0,0.0,3.1578,-0.0006,6.1255,35.5292,11.2286
195.0,391.0,11.2703,40.0069,0.0073,226.1515,-0.0021,0.0736,15.8981,212.3656,48.8392,-16.4972,0.0,0.0,3.1546,-0.0009,6.1261,35.5287,11.2206
196.0,393.0,11.2665,40.0033,0.0081,226.0767,-0.0021,0.0739,15.7384,212.3656,48.8392,-16.4972,0.0,0.0,3.152,-0.0007,6.1263,35.5282,11.2166
197.0,395.0,11.2662,40.0058,0.0047,227.4239,-0.0021,0.0743,15.6115,212.3657,48.8392,-16.4972,0.0,0.0,3.1591,0.002,6.1269,35.5298,11.216
198.0,397.0,11.26,40.0002,0.0412,226.9191,-0.0021,0.0732,16.0711,212.3658,48.8392,-16.4972,0.0,0.0,3.1601,-0.0009,6.1276,35.5294,11.2096
199.0,399.0,11.2548,39.9958,0.0289,226.542,-0.0021,0.0741,15.6843,212.3658,48.8392,-16.4972,0.0,0.0,3.1549,-0.0007,6.1283,35.5292,11.2041
200.0,401.0,11.2465,39.988,0.0331,226.8641,-0.0021,0.0734,15.9592,212.3659,48.8392,-16.4972,0.0,0.0,3.1552,0.0001,6.1293,35.5285,11.1956
201.0,403.0,11.2428,39.9851,0.0255,226.4943,-0.0021,0.074,15.7343,212.3659,48.8392,-16.4972,0.0,0.0,3.1532,-0.0007,6.13,35.5285,11.1917
202.0,405.0,11.2336,39.9775,0.0387,226.194,-0.0021,0.0738,15.7944,212.366,48.8392,-16.4972,0.0,0.0,3.1475,-0.0006,6.1307,35.5286,11.1822
203.0,407.0,11.2325,39.9773,0.0393,226.1392,-0.0021,0.0735,15.7825,212.366,48.8392,-16.4972,0.0,0.0,3.146,-0.0004,6.1309,35.5288,11.1809
204.0,409.0,11.2311,39.977,0.0408,226.4616,-0.0021,0.074,15.762,212.3661,48.8392,-16.4971,0.0,0.0,3.147,0.0002,6.1311,35.5287,11.1791
205.0,411.0,11.2292,39.9757,0.0407,226.2118,-0.0021,0.0739,15.7456,212.3661,48.8392,-16.4971,0.0,0.0,3.1457,-0.0004,6.1314,35.5286,11.177
206.0,413.0,11.2252,39.9727,0.0424,226.3904,-0.0021,0.0744,15.5765,212.3662,48.8392,-16.4971,0.0,0.0,3.1448,0.0,6.1325,35.5286,11.1728
207.0,415.0,11.2163,39.9653,0.0325,226.6607,-0.0021,0.0745,15.541,212.3663,48.8392,-16.4971,0.0,0.0,3.147,0.0001,6.133,35.5286,11.1637
208.0,417.0,11.2144,39.9644,0.0345,226.4148,-0.0021,0.0736,15.8645,212.3663,48.8392,-16.4971,0.0,0.0,3.1453,-0.0005,6.1331,35.5288,11.1615
209.0,419.0,11.2145,39.9651,0.0411,226.5121,-0.0021,0.0744,15.5751,212.3664,48.8392,-16.4971,0.0,0.0,3.1446,-0.0001,6.1331,35.5287,11.1613
210.0,421.0,11.214,39.9658,0.0315,226.3619,-0.0021,0.0747,15.4375,212.3664,48.8392,-16.4971,0.0,0.0,3.1429,-0.0004,6.1333,35.529,11.1606
211.0,423.0,11.2124,39.9657,0.045,226.3322,-0.0021,0.0744,15.5586,212.3665,48.8392,-16.4971,0.0,0.0,3.1413,-0.0002,6.1334,35.5295,11.1587
212.0,425.0,11.2123,39.9676,0.0327,225.9184,-0.0021,0.0746,15.4905,212.3665,48.8392,-16.4971,0.0,0.0,3.1384,-0.0009,6.133,35.5307,11.1584
213.0,427.0,11.2162,39.975,0.0495,225.1867,-0.0021,0.0739,15.756,212.3666,48.8392,-16.4971,0.0,0.0,3.1296,-0.0009,6.1327,35.5329,11.162
214.0,429.0,11.2166,39.9765,0.0361,225.0653,-0.0021,0.074,15.716,212.3667,48.8392,-16.4971,0.0,0.0,3.1277,-0.0008,6.1328,35.5336,11.1622
215.0,431.0,11.2149,39.9761,0.0419,225.4124,-0.0021,0.0743,15.6102,212.3667,48.8392,-16.497,0.0,0.0,3.1284,0.0,6.1331,35.5336,11.1602
216.0,433.0,11.2114,39.973,0.0553,225.4661,-0.0021,0.0736,15.8641,212.3668,48.8391,-16.497,0.0,0.0,3.1281,0.0001,6.1337,35.5332,11.1564
217.0,435.0,11.2037,39.9665,0.0389,224.3412,-0.0021,0.0743,15.6066,212.3668,48.8391,-16.497,0.0,0.0,3.1206,-0.0023,6.1351,35.5332,11.1485
218.0,437.0,11.1979,39.9621,0.0387,223.349,-0.0021,0.0737,15.8427,212.3669,48.8391,-16.497,0.0,0.0,3.1088,-0.0021,6.1351,35.5336,11.1424
219.0,439.0,11.1973,39.9624,0.0481,223.0798,-0.0021,0.0742,15.6336,212.3669,48.8391,-16.497,0.0,0.0,3.1033,-0.0014,6.1355,35.5337,11.1417
220.0,441.0,11.1936,39.9595,0.0383,223.2511,-0.0021,0.0744,15.5453,212.367,48.8391,-16.497,0.0,0.0,3.1007,-0.0001,6.1356,35.5336,11.1377
221.0,443.0,11.1955,39.9629,0.038,223.5156,-0.0021,0.0741,15.6553,212.367,48.8391,-16.497,0.0,0.0,3.102,0.0003,6.1352,35.5341,11.1393
222.0,445.0,11.1966,39.965,0.0445,223.3987,-0.0021,0.0745,15.5959,212.3671,48.8391,-16.497,0.0,0.0,3.1018,-0.0003,6.1356,35.5344,11.1403
223.0,447.0,11.1918,39.9614,0.0272,224.5067,-0.0021,0.0738,15.8145,212.3671,48.8391,-16.497,0.0,0.0,3.1058,0.0023,6.1361,35.5345,11.1351
224.0,449.0,11.1891,39.9596,0.0451,225.3198,-0.0021,0.0742,15.643,212.3672,48.8391,-16.497,0.0,0.0,3.115,0.0019,6.137,35.5346,11.1322
225.0,451.0,11.1777,39.949,0.0,226.1767,-0.0021,0.0739,15.7534,212.3673,48.8391,-16.497,0.0,0.0,3.125,0.0013,6.1381,35.5338,11.1205
226.0,453.0,11.1737,39.9457,0.0,225.3843,-0.0021,0.0741,15.702,212.3673,48.8391,-16.497,0.0,0.0,3.1215,-0.0008,6.1384,35.5336,11.1164
227.0,455.0,11.1722,39.9451,0.0,225.5378,-0.0021,0.0733,16.0483,212.3674,48.8391,-16.497,0.0,0.0,3.1207,-0.0002,6.1385,35.5334,11.1146
228.0,457.0,11.1714,39.9448,0.0495,225.379,-0.0021,0.0743,15.6137,212.3674,48.8391,-16.497,0.0,0.0,3.1186,-0.0004,6.1388,35.5333,11.1135
229.0,459.0,11.169,39.9433,0.0,225.3647,-0.0021,0.0743,15.6198,212.3675,48.8391,-16.497,0.0,0.0,3.1172,-0.0003,6.1395,35.5331,11.1109
230.0,461.0,11.157,39.931,0.0,225.7935,-0.0021,0.0741,15.7143,212.3675,48.8391,-16.4969,0.0,0.0,3.1178,0.0007,6.1424,35.5313,11.0986
231.0,463.0,11.1379,39.9106,0.0,226.5554,-0.0021,0.0742,15.6291,212.3676,48.8391,-16.4969,0.0,0.0,3.1236,0.001,6.1442,35.5286,11.0794
232.0,465.0,11.1267,39.899,0.0289,226.9628,-0.0021,0.074,15.7228,212.3677,48.8391,-16.4969,0.0,0.0,3.1282,0.0007,6.1451,35.5268,11.0679
233.0,467.0,11.1236,39.8965,0.0167,227.0022,-0.0021,0.0736,15.8806,212.3677,48.8391,-16.4969,0.0,0.0,3.1291,0.0002,6.1452,35.5266,11.0646
234.0,469.0,11.1234,39.8971,0.0,227.0021,-0.0021,0.0742,15.6577,212.3678,48.8391,-16.4969,0.0,0.0,3.1298,-0.0002,6.145,35.5268,11.0641
235.0,471.0,11.1257,39.9014,0.0,226.7219,-0.0021,0.0742,15.662,212.3678,48.8391,-16.4969,0.0,0.0,3.1265,-0.0004,6.1454,35.5276,11.066
236.0,473.0,11.1184,39.8944,0.0,226.6629,-0.0021,0.0737,15.8319,212.3679,48.8391,-16.4969,0.0,0.0,3.1249,-0.0004,6.1466,35.5268,11.0586
237.0,475.0,11.1114,39.8873,0.0294,226.6116,-0.0021,0.0742,15.6507,212.3679,48.8391,-16.4969,0.0,0.0,3.1236,-0.0005,6.1472,35.5257,11.0514
238.0,477.0,11.1072,39.8843,0.0,225.9325,-0.0021,0.0731,16.0726,212.368,48.8391,-16.4969,0.0,0.0,3.119,-0.0016,6.1473,35.5258,11.0469
239.0,479.0,11.1073,39.8852,0.0,226.295,-0.0021,0.0739,15.7851,212.368,48.8391,-16.4969,0.0,0.0,3.1185,-0.0003,6.1476,35.526,11.0468
240.0,481.0,11.1032,39.882,0.0,226.5458,-0.0021,0.0738,15.8104,212.3681,48.8391,-16.4968,0.0,0.0,3.118,0.0004,6.1484,35.5257,11.0424
241.0,483.0,11.0995,39.879,0.0167,226.764,-0.0021,0.0743,15.6204,212.3681,48.8391,-16.4969,0.0,0.0,3.12,0.0004,6.1485,35.5253,11.0385
242.0,485.0,11.0976,39.8778,0.0,227.4521,-0.0021,0.0741,15.6662,212.3682,48.8391,-16.4968,0.0,0.0,3.1238,0.0013,6.1491,35.5251,11.0363
243.0,487.0,11.0919,39.8728,0.0,227.8159,-0.0021,0.0747,15.491,212.3683,48.839,-16.4968,0.0,0.0,3.1286,0.0007,6.1501,35.5246,11.0303
244.0,489.0,11.0838,39.8648,0.0,227.971,-0.0021,0.0748,15.4264,212.3683,48.839,-16.4968,0.0,0.0,3.1302,0.0003,6.1513,35.5236,11.0221
245.0,491.0,11.0767,39.8578,0.0,228.2483,-0.0021,0.074,15.7321,212.3684,48.839,-16.4968,0.0,0.0,3.131,0.0007,6.1519,35.5225,11.0147
246.0,493.0,11.0739,39.8555,0.0063,227.7338,-0.0021,0.0744,15.559,212.3684,48.839,-16.4968,0.0,0.0,3.1296,-0.0007,6.1523,35.5223,11.0118
247.0,495.0,11.0677,39.8498,0.0,227.8282,-0.0021,0.0743,15.6468,212.3685,48.839,-16.4968,0.0,0.0,3.1268,0.0001,6.1532,35.5214,11.0051
248.0,497.0,11.0654,39.8479,0.0,227.6596,-0.0021,0.0744,15.5609,212.3685,48.839,-16.4968,0.0,0.0,3.1261,-0.0005,6.1532,35.5212,11.0027
249.0,499.0,11.0622,39.8452,0.0,227.8657,-0.0021,0.0746,15.5013,212.3686,48.839,-16.4968,0.0,0.0,3.1256,0.0001,6.1541,35.5206,10.9992
250.0,501.0,11.0524,39.835,0.0,227.4818,-0.0021,0.0746,15.4968,212.3686,48.839,-16.4968,0.0,0.0,3.1228,-0.0011,6.157,35.519,10.9893
251.0,503.0,11.0324,39.8132,0.0,226.0433,-0.0021,0.0746,15.4803,212.3687,48.839,-16.4968,0.0,0.0,3.1111,-0.0028,6.1588,35.5158,10.9691
252.0,505.0,11.0191,39.7999,0.0,225.479,-0.0021,0.0744,15.57,212.3687,48.839,-16.4968,0.0,0.0,3.0993,-0.0013,6.1605,35.5141,10.9555
253.0,507.0,11.0063,39.7862,0.0,224.691,-0.0021,0.0746,15.4699,212.3688,48.839,-16.4968,0.0,0.0,3.0902,-0.0019,6.1621,35.5121,10.9425
254.0,509.0,10.9972,39.7776,0.0,224.2292,-0.0021,0.0745,15.5399,212.3689,48.839,-16.4968,0.0,0.0,3.083,-0.0013,6.1628,35.5111,10.9332
255.0,511.0,10.9948,39.7756,0.0,224.0865,-0.0021,0.0749,15.399,212.3689,48.839,-16.4968,0.0,0.0,3.0797,-0.0008,6.163,35.5108,10.9306
256.0,513.0,10.992,39.774,0.0,224.0009,-0.0021,0.075,15.3689,212.369,48.839,-16.4968,0.0,0.0,3.0764,-0.0005,6.1644,35.5109,10.9275
257.0,515.0,10.9787,39.7601,0.03,223.3008,-0.0021,0.0747,15.4667,212.369,48.839,-16.4968,0.0,0.0,3.0714,-0.0016,6.1649,35.5092,10.914
258.0,517.0,10.9795,39.7621,0.0,223.465,-0.0021,0.0748,15.3976,212.3691,48.839,-16.4967,0.0,0.0,3.0691,-0.0004,6.1655,35.5095,10.9145
259.0,519.0,10.9716,39.7548,0.0,223.1473,-0.0021,0.0746,15.5157,212.3691,48.839,-16.4967,0.0,0.0,3.0656,-0.0009,6.1667,35.5088,10.9064
260.0,521.0,10.9666,39.7503,0.0,223.1015,-0.0021,0.0747,15.4817,212.3692,48.839,-16.4967,0.0,0.0,3.0637,-0.0006,6.1669,35.5082,10.9012
261.0,523.0,10.9627,39.7465,0.0,222.8428,-0.0021,0.0726,16.2965,212.3692,48.839,-16.4967,0.0,0.0,3.0607,-0.0007,6.1672,35.5073,10.897
262.0,525.0,10.9622,39.747,0.0,222.9788,-0.0021,0.0743,15.6264,212.3693,48.839,-16.4967,0.0,0.0,3.0604,-0.0003,6.1676,35.5075,10.8963
263.0,527.0,10.9567,39.7418,0.0,223.0,-0.0021,0.0729,16.1548,212.3694,48.839,-16.4967,0.0,0.0,3.0584,0.0001,6.1685,35.5066,10.8905
264.0,529.0,10.9519,39.7374,0.0,222.7426,-0.0021,0.0738,15.8441,212.3694,48.839,-16.4967,0.0,0.0,3.056,-0.0005,6.1702,35.5061,10.8856
265.0,531.0,10.929,39.713,0.0,222.3235,-0.0021,0.0732,16.0361,212.3695,48.839,-16.4967,0.0,0.0,3.0515,-0.0009,6.1723,35.5029,10.8624
266.0,533.0,10.9276,39.7133,0.0,222.3065,-0.0021,0.0731,16.0811,212.3695,48.839,-16.4967,0.0,0.0,3.0488,-0.0005,6.1733,35.5036,10.8608
267.0,535.0,10.9196,39.7056,0.0,222.0917,-0.0021,0.0722,16.4722,212.3696,48.839,-16.4967,0.0,0.0,3.047,-0.0007,6.1731,35.503,10.8526
268.0,537.0,10.9121,39.6976,0.0,221.7311,-0.0021,0.0733,15.9962,212.3696,48.839,-16.4967,0.0,0.0,3.0423,-0.001,6.1744,35.5013,10.8448
269.0,539.0,10.9097,39.6966,0.0,222.2017,-0.0021,0.0732,16.0707,212.3697,48.839,-16.4967,0.0,0.0,3.043,0.0003,6.1744,35.5015,10.8422
270.0,541.0,10.9103,39.6985,0.0,222.4003,-0.0021,0.0705,17.1837,212.3698,48.839,-16.4967,0.0,0.0,3.0436,0.0005,6.1741,35.502,10.8425
271.0,543.0,10.9128,39.7034,0.0,223.3166,-0.0021,0.0732,16.0547,212.3698,48.839,-16.4967,0.0,0.0,3.0511,0.0014,6.1739,35.5037,10.8447
272.0,545.0,10.9163,39.7099,0.0,224.3825,-0.0021,0.0722,16.432,212.3699,48.839,-16.4967,0.0,0.0,3.0589,0.0024,6.1737,35.5056,10.848
273.0,547.0,10.9163,39.7116,0.0,224.5436,-0.0021,0.0736,15.8819,212.3699,48.839,-16.4967,0.0,0.0,3.0644,0.001,6.1735,35.5067,10.8477
274.0,549.0,10.9141,39.7109,0.0,224.7133,-0.0021,0.0725,16.3169,212.37,48.839,-16.4967,0.0,0.0,3.0669,0.0002,6.174,35.5073,10.8452
275.0,551.0,10.9122,39.7105,0.0,224.9439,-0.0021,0.074,15.7298,212.37,48.839,-16.4967,0.0,0.0,3.0697,0.0002,6.1741,35.5076,10.843
276.0,553.0,10.9107,39.7095,0.0,224.8633,-0.0021,0.0735,15.9331,212.3701,48.839,-16.4967,0.0,0.0,3.0686,-0.0001,6.1747,35.5075,10.8414
277.0,555.0,10.9059,39.705,0.0,225.0911,-0.0021,0.0742,15.6423,212.3701,48.839,-16.4967,0.0,0.0,3.0693,0.0002,6.1757,35.5066,10.8363
278.0,557.0,10.8947,39.6935,0.0,224.4396,-0.0021,0.0749,15.4365,212.3702,48.839,-16.4967,0.0,0.0,3.0647,-0.001,6.177,35.505,10.825
279.0,559.0,10.8893,39.6895,0.0,224.3887,-0.0021,0.0747,15.4583,212.3702,48.839,-16.4967,0.0,0.0,3.0614,-0.0009,6.1806,35.5054,10.8193
280.0,561.0,10.8629,39.6602,0.0,223.0105,-0.0021,0.0747,15.4761,212.3703,48.839,-16.4967,0.0,0.0,3.0489,-0.002,6.1822,35.5006,10.7927
281.0,563.0,10.8438,39.6398,0.0,221.6228,-0.0021,0.0723,16.341,212.3704,48.839,-16.4967,0.0,0.0,3.0378,-0.0039,6.1829,35.4975,10.7734
282.0,565.0,10.8371,39.6329,0.0,221.8379,-0.0021,0.0752,15.2592,212.3704,48.839,-16.4967,0.0,0.0,3.0325,-0.0018,6.1862,35.4965,10.7665
283.0,567.0,10.8071,39.6004,0.0,220.6624,-0.0021,0.0749,15.3629,212.3705,48.839,-16.4967,0.0,0.0,3.0212,-0.0027,6.19,35.4919,10.7364
284.0,569.0,10.7964,39.5896,0.0,220.1224,-0.0021,0.0752,15.2519,212.3705,48.839,-16.4967,0.0,0.0,3.0104,-0.0013,6.1903,35.4904,10.7255
285.0,571.0,10.7945,39.5885,0.0,219.8106,-0.0021,0.0744,15.583,212.3706,48.839,-16.4967,0.0,0.0,3.0062,-0.0013,6.1904,35.4905,10.7234
286.0,573.0,10.7938,39.5892,0.0,219.6006,-0.0021,0.0749,15.3681,212.3706,48.839,-16.4967,0.0,0.0,3.0019,-0.0008,6.1907,35.4909,10.7224
287.0,575.0,10.7911,39.5873,0.0,219.5538,-0.0021,0.0743,15.6313,212.3707,48.839,-16.4966,0.0,0.0,2.9998,-0.0003,6.1909,35.4907,10.7195
288.0,577.0,10.7903,39.5874,0.0,219.5534,-0.0021,0.0746,15.507,212.3707,48.839,-16.4967,0.0,0.0,2.9984,-0.0002,6.1909,35.4909,10.7184
289.0,579.0,10.791,39.59,0.0,218.9474,-0.0021,0.0745,15.5407,212.3708,48.839,-16.4967,0.0,0.0,2.9941,-0.0011,6.1908,35.4918,10.7188
290.0,581.0,10.7901,39.5904,0.0,218.5785,-0.0021,0.0749,15.4234,212.3709,48.839,-16.4967,0.0,0.0,2.9887,-0.0009,6.1909,35.4919,10.7176
291.0,583.0,10.7905,39.5926,0.0,218.9918,-0.0021,0.0741,15.683,212.3709,48.839,-16.4966,0.0,0.0,2.9892,0.0001,6.1915,35.4933,10.7178
292.0,585.0,10.7815,39.5862,0.0,219.4417,-0.0021,0.0747,15.4528,212.371,48.839,-16.4966,0.0,0.0,2.9916,0.0007,6.1924,35.4943,10.7086
293.0,587.0,10.7773,39.5829,0.0,219.3848,-0.0021,0.0742,15.6559,212.371,48.839,-16.4967,0.0,0.0,2.993,-0.0002,6.193,35.4945,10.7042
294.0,589.0,10.7733,39.5803,0.0,219.8006,-0.0021,0.0747,15.4499,212.3711,48.839,-16.4966,0.0,0.0,2.9951,0.0003,6.1933,35.4948,10.7
295.0,591.0,10.7699,39.5777,0.0,219.844,-0.0021,0.0738,15.8063,212.3711,48.839,-16.4966,0.0,0.0,2.9954,0.0002,6.1938,35.4945,10.6963
296.0,593.0,10.7671,39.5756,0.0,220.0824,-0.0021,0.0747,15.4606,212.3712,48.839,-16.4966,0.0,0.0,2.9968,0.0002,6.1942,35.4943,10.6932
297.0,595.0,10.7614,39.57,0.0,220.2045,-0.0021,0.0747,15.4292,212.3712,48.839,-16.4966,0.0,0.0,2.9972,0.0001,6.1961,35.4932,10.6873
298.0,597.0,10.7485,39.5574,0.0,220.6265,-0.0021,0.075,15.3734,212.3713,48.839,-16.4966,0.0,0.0,2.9996,0.0005,6.1968,35.4922,10.6742
299.0,599.0,10.7451,39.5546,0.0,220.2168,-0.0021,0.0739,15.7585,212.3714,48.839,-16.4966,0.0,0.0,2.9984,-0.0009,6.1977,35.4919,10.6706
300.0,601.0,10.7394,39.5497,0.0,220.1885,-0.0021,0.0744,15.5783,212.3714,48.839,-16.4966,0.0,0.0,2.9957,-0.0004,6.199,35.4914,10.6646
301.0,603.0,10.7175,39.5273,0.0,220.0571,-0.0021,0.0735,15.9107,212.3715,48.839,-16.4966,0.0,0.0,2.9938,-0.0007,6.2005,35.4892,10.6426
302.0,605.0,10.7179,39.5287,0.0,220.0021,-0.0021,0.0745,15.5479,212.3715,48.839,-16.4966,0.0,0.0,2.9919,-0.0004,6.2012,35.4897,10.6427
